City	Edition	Sport	Discipline	Athlete	Gender	Event	Event_gender	Medal	Country
St Louis	1904	Rowing	Rowing	FLANIGAN, James	Men	eight with coxswain (8+)	M	Gold	United States
St Louis	1904	Rowing	Rowing	GLEASON, Michael D.	Men	eight with coxswain (8+)	M	Gold	United States
St Louis	1904	Rowing	Rowing	LOTT, Harry Hunter	Men	eight with coxswain (8+)	M	Gold	United States
St Louis	1904	Rowing	Rowing	SCHELL, Frank Reaner	Men	eight with coxswain (8+)	M	Gold	United States
St Louis	1904	Rowing	Rowing	DUNIMERTH, Frank	Men	four without coxswain (4-)	M	Bronze	United States
St Louis	1904	Rowing	Rowing	FREITAG, John	Men	four without coxswain (4-)	M	Bronze	United States
St Louis	1904	Rowing	Rowing	HELM, Louis G.	Men	four without coxswain (4-)	M	Bronze	United States
St Louis	1904	Rowing	Rowing	VOERG, Gustav	Men	four without coxswain (4-)	M	Bronze	United States
St Louis	1904	Rowing	Rowing	DIETZ, George	Men	four without coxswain (4-)	M	Gold	United States
St Louis	1904	Rowing	Rowing	ERKER, August	Men	four without coxswain (4-)	M	Gold	United States
St Louis	1904	Rowing	Rowing	NASSE, Albert	Men	four without coxswain (4-)	M	Gold	United States
St Louis	1904	Rowing	Rowing	STOCKHOFF, Arthur	Men	four without coxswain (4-)	M	Gold	United States
St Louis	1904	Rowing	Rowing	AMAN, Charles	Men	four without coxswain (4-)	M	Silver	United States
St Louis	1904	Rowing	Rowing	BEGLEY, Michael	Men	four without coxswain (4-)	M	Silver	United States
St Louis	1904	Rowing	Rowing	FROMANACK, Martin	Men	four without coxswain (4-)	M	Silver	United States
St Louis	1904	Rowing	Rowing	SUERIG, Frederick	Men	four without coxswain (4-)	M	Silver	United States
St Louis	1904	Rowing	Rowing	TITUS, Constance	Men	single sculls (1x)	M	Bronze	United States
St Louis	1904	Rowing	Rowing	GREER, Frank	Men	single sculls (1x)	M	Gold	United States
St Louis	1904	Rowing	Rowing	JUVENAL, James	Men	single sculls (1x)	M	Silver	United States
St Louis	1904	Tennis	Tennis	GAMBLE, Clarence Olivier	Men	doubles	M	Bronze	United States
St Louis	1904	Tennis	Tennis	WEAR, Arthur Yancey	Men	doubles	M	Bronze	United States
St Louis	1904	Tennis	Tennis	WEAR, Joseph Walker	Men	doubles	M	Bronze	United States
St Louis	1904	Tennis	Tennis	WEST, Allen Tarwater	Men	doubles	M	Bronze	United States
St Louis	1904	Tennis	Tennis	LEONARD, Edgar Welch	Men	doubles	M	Gold	United States
St Louis	1904	Tennis	Tennis	WRIGHT, Beals Coleman	Men	doubles	M	Gold	United States
St Louis	1904	Tennis	Tennis	BELL, Alphonzo Edward	Men	doubles	M	Silver	United States
St Louis	1904	Tennis	Tennis	LEROY, Robert	Men	doubles	M	Silver	United States
St Louis	1904	Tennis	Tennis	BELL, Alphonzo Edward	Men	singles	M	Bronze	United States
St Louis	1904	Tennis	Tennis	LEONARD, Edgar Welch	Men	singles	M	Bronze	United States
St Louis	1904	Tennis	Tennis	WRIGHT, Beals Coleman	Men	singles	M	Gold	United States
St Louis	1904	Tennis	Tennis	LEROY, Robert	Men	singles	M	Silver	United States
St Louis	1904	Tug of War	Tug of War	FRIDE, H.	Men	tug of war	M	Bronze	United States
St Louis	1904	Tug of War	Tug of War	HABERCORN, Charles	Men	tug of war	M	Bronze	United States
St Louis	1904	Tug of War	Tug of War	JACOBS, H.	Men	tug of war	M	Bronze	United States
St Louis	1904	Tug of War	Tug of War	KUNGLER, Frank	Men	tug of war	M	Bronze	United States
St Louis	1904	Tug of War	Tug of War	THEAS, Charles	Men	tug of war	M	Bronze	United States
St Louis	1904	Tug of War	Tug of War	FLANAGAN, Patrick	Men	tug of war	M	Gold	United States
St Louis	1904	Tug of War	Tug of War	JOHNSON, Sydney B.	Men	tug of war	M	Gold	United States
St Louis	1904	Tug of War	Tug of War	MAGNUSSEN, Conrad	Men	tug of war	M	Gold	United States
St Louis	1904	Tug of War	Tug of War	OLSON, Oscar G.	Men	tug of war	M	Gold	United States
St Louis	1904	Tug of War	Tug of War	SICLING, H.	Men	tug of war	M	Gold	United States
St Louis	1904	Tug of War	Tug of War	BRAUN, Max	Men	tug of war	M	Silver	United States
St Louis	1904	Tug of War	Tug of War	RODENBERGER, August	Men	tug of war	M	Silver	United States
St Louis	1904	Tug of War	Tug of War	ROSE, Charles	Men	tug of war	M	Silver	United States
St Louis	1904	Tug of War	Tug of War	SEILING, William	Men	tug of war	M	Silver	United States
St Louis	1904	Tug of War	Tug of War	UPSHAW, Orrin Thomas	Men	tug of war	M	Silver	United States
St Louis	1904	Weightlifting	Weightlifting	KUNGLER, Frank	Men	all-around Dumbbell contest	M	Bronze	United States
St Louis	1904	Weightlifting	Weightlifting	OSTHOFF, Oscar Paul	Men	all-around Dumbbell contest	M	Gold	United States
St Louis	1904	Weightlifting	Weightlifting	WINTERS, Frederick	Men	all-around Dumbbell contest	M	Silver	United States
St Louis	1904	Weightlifting	Weightlifting	KUNGLER, Frank	Men	heavyweight - two hand lift	M	Bronze	United States
St Louis	1904	Weightlifting	Weightlifting	OSTHOFF, Oscar Paul	Men	heavyweight - two hand lift	M	Silver	United States
St Louis	1904	Wrestling	Wrestling Free.	THIEFENTHALER, Gustav	Men	- 47.6kg (light-flyweight)	M	Bronze	United States
St Louis	1904	Wrestling	Wrestling Free.	CURRY, Robert	Men	- 47.6kg (light-flyweight)	M	Gold	United States
St Louis	1904	Wrestling	Wrestling Free.	HEIN, John	Men	- 47.6kg (light-flyweight)	M	Silver	United States
St Louis	1904	Wrestling	Wrestling Free.	WARMBOLD, Frederick Charles	Men	+ 71.67kg (heavyweight)	M	Bronze	United States
St Louis	1904	Wrestling	Wrestling Free.	HANSEN, Bernhuff	Men	+ 71.67kg (heavyweight)	M	Gold	United States
St Louis	1904	Wrestling	Wrestling Free.	KUNGLER, Frank	Men	+ 71.67kg (heavyweight)	M	Silver	United States
St Louis	1904	Wrestling	Wrestling Free.	NELSON, William	Men	47.6 - 52.16kg (flyweight)	M	Bronze	United States
St Louis	1904	Wrestling	Wrestling Free.	MEHNERT, George Nicholas	Men	47.6 - 52.16kg (flyweight)	M	Gold	United States
St Louis	1904	Wrestling	Wrestling Free.	BAUER, Gustav	Men	47.6 - 52.16kg (flyweight)	M	Silver	United States
St Louis	1904	Wrestling	Wrestling Free.	STREBLER, Zenon B.	Men	52.16 - 56.7kg (bantamweight)	M	Bronze	United States
St Louis	1904	Wrestling	Wrestling Free.	NIFLOT, Isidor	Men	52.16 - 56.7kg (bantamweight)	M	Gold	United States
St Louis	1904	Wrestling	Wrestling Free.	WESTER, August	Men	52.16 - 56.7kg (bantamweight)	M	Silver	United States
St Louis	1904	Wrestling	Wrestling Free.	CLAPPER, Charles E.	Men	56.7 - 61.23kg (featherweight)	M	Bronze	United States
St Louis	1904	Wrestling	Wrestling Free.	BRADSHAW, Benjamin Joseph	Men	56.7 - 61.23kg (featherweight)	M	Gold	United States
St Louis	1904	Wrestling	Wrestling Free.	MCLEAR, Theodore	Men	56.7 - 61.23kg (featherweight)	M	Silver	United States
St Louis	1904	Wrestling	Wrestling Free.	ZIRKEL, Albert	Men	61.23 - 65.77kg (lightweight)	M	Bronze	United States
St Louis	1904	Wrestling	Wrestling Free.	ROEHM, Otto F.	Men	61.23 - 65.77kg (lightweight)	M	Gold	United States
St Louis	1904	Wrestling	Wrestling Free.	TESING, Rudolph	Men	61.23 - 65.77kg (lightweight)	M	Silver	United States
St Louis	1904	Wrestling	Wrestling Free.	WINHOLTZ, Jerry	Men	65.77 - 71.67kg (welterweight)	M	Bronze	United States
St Louis	1904	Wrestling	Wrestling Free.	ERICKSEN, Charles	Men	65.77 - 71.67kg (welterweight)	M	Gold	United States
St Louis	1904	Wrestling	Wrestling Free.	BECKMANN, William	Men	65.77 - 71.67kg (welterweight)	M	Silver	United States
London	1908	Aquatics	Diving	GAIDZIK, George William	Men	3m springboard	M	Bronze	United States
London	1908	Aquatics	Swimming	DANIELS, Charles	Men	100m freestyle	M	Gold	United States
London	1908	Aquatics	Swimming	DANIELS, Charles	Men	4x200m freestyle relay	M	Bronze	United States
London	1908	Aquatics	Swimming	GOODWIN, Leo Budd	Men	4x200m freestyle relay	M	Bronze	United States
London	1908	Aquatics	Swimming	HEBNER, Harry J.	Men	4x200m freestyle relay	M	Bronze	United States
London	1908	Aquatics	Swimming	RICH, Leslie George	Men	4x200m freestyle relay	M	Bronze	United States
London	1908	Archery	Archery	RICHARDSON, Henry Barber	Men	york round (100y - 80y - 60y)	M	Bronze	United States
London	1908	Athletics	Athletics	RECTOR, James	Men	100m	M	Silver	United States
London	1908	Athletics	Athletics	SHAW, Arthur	Men	110m hurdles	M	Bronze	United States
London	1908	Athletics	Athletics	SMITHSON, Forrest	Men	110m hurdles	M	Gold	United States
London	1908	Athletics	Athletics	GARRELS, John Carlyle	Men	110m hurdles	M	Silver	United States
London	1908	Athletics	Athletics	SHEPPARD, Melvin	Men	1500m	M	Gold	United States
London	1908	Athletics	Athletics	CARTMELL, John Nathaniel	Men	200m	M	Bronze	United States
London	1908	Athletics	Athletics	CLOUGHEN, Robert	Men	200m	M	Silver	United States
London	1908	Athletics	Athletics	EISELE, John Lincoln	Men	3200m steeplechase	M	Bronze	United States
London	1908	Athletics	Athletics	BONHAG, George V.	Men	3miles team (4828m)	M	Silver	United States
London	1908	Athletics	Athletics	EISELE, John Lincoln	Men	3miles team (4828m)	M	Silver	United States
London	1908	Athletics	Athletics	TRUBE, Herbert Lawrence	Men	3miles team (4828m)	M	Silver	United States
London	1908	Athletics	Athletics	BACON, Charles Joseph	Men	400m hurdles	M	Gold	United States
London	1908	Athletics	Athletics	HILLMAN, Harry	Men	400m hurdles	M	Silver	United States
London	1908	Athletics	Athletics	CARTMELL, John Nathaniel	Men	4x400m relay	M	Gold	United States
London	1908	Athletics	Athletics	HAMILTON, William Frank	Men	4x400m relay	M	Gold	United States
London	1908	Athletics	Athletics	SHEPPARD, Melvin	Men	4x400m relay	M	Gold	United States
London	1908	Athletics	Athletics	TAYLOR, John Baxter	Men	4x400m relay	M	Gold	United States
London	1908	Athletics	Athletics	SHEPPARD, Melvin	Men	800m	M	Gold	United States
London	1908	Athletics	Athletics	HORR, Marquis Franklin	Men	discus throw	M	Bronze	United States
London	1908	Athletics	Athletics	SHERIDAN, Martin	Men	discus throw	M	Gold	United States
London	1908	Athletics	Athletics	GIFFIN, Merritt Hayward	Men	discus throw	M	Silver	United States
London	1908	Athletics	Athletics	SHERIDAN, Martin	Men	discus throw ancient style	M	Gold	United States
London	1908	Athletics	Athletics	HORR, Marquis Franklin	Men	discus throw ancient style	M	Silver	United States
London	1908	Athletics	Athletics	FLANAGAN, John Jesus	Men	hammer throw	M	Gold	United States
London	1908	Athletics	Athletics	MCGRATH, Matthew J.	Men	hammer throw	M	Silver	United States
London	1908	Athletics	Athletics	PORTER, Harry Franklin	Men	high jump	M	Gold	United States
London	1908	Athletics	Athletics	EWRY, Ray	Men	high jump, standing	M	Gold	United States
London	1908	Athletics	Athletics	BILLER, John	Men	high jump, standing	M	Silver	United States
London	1908	Athletics	Athletics	IRONS, Francis C.	Men	long jump	M	Gold	United States
London	1908	Athletics	Athletics	KELLY, Daniel	Men	long jump	M	Silver	United States
London	1908	Athletics	Athletics	SHERIDAN, Martin	Men	long jump, standing	M	Bronze	United States
London	1908	Athletics	Athletics	EWRY, Ray	Men	long jump, standing	M	Gold	United States
London	1908	Athletics	Athletics	FORSHAW, Joseph	Men	marathon	M	Bronze	United States
London	1908	Athletics	Athletics	HAYES, John Joseph	Men	marathon	M	Gold	United States
London	1908	Athletics	Athletics	JACOBS, Charles Sherman	Men	pole vault	M	Bronze	United States
London	1908	Athletics	Athletics	COOKE, Edward Tiffin	Men	pole vault	M	Gold	United States
London	1908	Athletics	Athletics	GILBERT, Alfred Carleten	Men	pole vault	M	Gold	United States
London	1908	Athletics	Athletics	GARRELS, John Carlyle	Men	shot put	M	Bronze	United States
London	1908	Athletics	Athletics	ROSE, Ralph	Men	shot put	M	Gold	United States
London	1908	Jeu de paume	Jeu de Paume	GOULD, Jay	Men	individual	M	Gold	United States
London	1908	Shooting	Shooting	CASEY, Kellog Kennon Venable	Men	1000y free rifle, prone	M	Silver	United States
London	1908	Shooting	Shooting	WINANS, Walter	Men	100m running deer, double shots	M	Gold	United States
London	1908	Shooting	Shooting	SIMON, Harry E.	Men	300m free rifle 3 positions (3x40 shots)	M	Silver	United States
London	1908	Shooting	Shooting	GORMAN, James Edward	Men	50m pistol (60 shots)	M	Bronze	United States
London	1908	Shooting	Shooting	AXTELL, Charles Sumner	Men	50y army pistol, team	M	Gold	United States
London	1908	Shooting	Shooting	CALKINS, Irving Romaro	Men	50y army pistol, team	M	Gold	United States
London	1908	Shooting	Shooting	DIETZ, John A.	Men	50y army pistol, team	M	Gold	United States
London	1908	Shooting	Shooting	GORMAN, James Edward	Men	50y army pistol, team	M	Gold	United States
London	1908	Shooting	Shooting	BENEDICT, Charles Summer	Men	rifle, team	M	Gold	United States
London	1908	Shooting	Shooting	CASEY, Kellog Kennon Venable	Men	rifle, team	M	Gold	United States
London	1908	Shooting	Shooting	EASTMAN, Albert	Men	rifle, team	M	Gold	United States
London	1908	Shooting	Shooting	LEUSHNER, William F.	Men	rifle, team	M	Gold	United States
London	1908	Shooting	Shooting	MARTIN, William	Men	rifle, team	M	Gold	United States
London	1908	Shooting	Shooting	WINDER, Charles B.	Men	rifle, team	M	Gold	United States
London	1908	Wrestling	Wrestling Free.	MEHNERT, George Nicholas	Men	- 54kg (bantamweight)	M	Gold	United States
London	1908	Wrestling	Wrestling Free.	DOLE, George Stuart	Men	54 - 60.3kg (featherweight)	M	Gold	United States
Stockholm	1912	Aquatics	Swimming	HEBNER, Harry J.	Men	100m backstroke	M	Gold	United States
Stockholm	1912	Aquatics	Swimming	HUSZAGH, Kenneth	Men	100m freestyle	M	Bronze	United States
Stockholm	1912	Aquatics	Swimming	KAHANAMOKU, Duke Paoa	Men	100m freestyle	M	Gold	United States
Stockholm	1912	Aquatics	Swimming	HEBNER, Harry J.	Men	4x200m freestyle relay	M	Silver	United States
Stockholm	1912	Aquatics	Swimming	HUSZAGH, Kenneth	Men	4x200m freestyle relay	M	Silver	United States
Stockholm	1912	Aquatics	Swimming	KAHANAMOKU, Duke Paoa	Men	4x200m freestyle relay	M	Silver	United States
Stockholm	1912	Aquatics	Swimming	MCGILLIVRAY, Perry	Men	4x200m freestyle relay	M	Silver	United States
Stockholm	1912	Athletics	Athletics	TEWANINA, Lewis	Men	10000m	M	Silver	United States
Stockholm	1912	Athletics	Athletics	LIPPINCOTT, Donald	Men	100m	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	CRAIG, Ralph	Men	100m	M	Gold	United States
Stockholm	1912	Athletics	Athletics	MEYER, I. Alvah	Men	100m	M	Silver	United States
Stockholm	1912	Athletics	Athletics	HAWKINS, Martin	Men	110m hurdles	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	KELLY, Frederick	Men	110m hurdles	M	Gold	United States
Stockholm	1912	Athletics	Athletics	WENDELL, James	Men	110m hurdles	M	Silver	United States
Stockholm	1912	Athletics	Athletics	TABER, Norman	Men	1500m	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	KIVIAT, Abel	Men	1500m	M	Silver	United States
Stockholm	1912	Athletics	Athletics	CRAIG, Ralph	Men	200m	M	Gold	United States
Stockholm	1912	Athletics	Athletics	LIPPINCOTT, Donald	Men	200m	M	Silver	United States
Stockholm	1912	Athletics	Athletics	BERNA, Tell Schirnding	Men	3000m team	M	Gold	United States
Stockholm	1912	Athletics	Athletics	BONHAG, George V.	Men	3000m team	M	Gold	United States
Stockholm	1912	Athletics	Athletics	KIVIAT, Abel	Men	3000m team	M	Gold	United States
Stockholm	1912	Athletics	Athletics	SCOTT, Henry Louis	Men	3000m team	M	Gold	United States
Stockholm	1912	Athletics	Athletics	TABER, Norman	Men	3000m team	M	Gold	United States
Stockholm	1912	Athletics	Athletics	LINDBERG, Edward F.	Men	400m	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	REIDPATH, Charles Decker	Men	400m	M	Gold	United States
Stockholm	1912	Athletics	Athletics	LINDBERG, Edward F.	Men	4x400m relay	M	Gold	United States
Stockholm	1912	Athletics	Athletics	MEREDITH, James Edwin	Men	4x400m relay	M	Gold	United States
Stockholm	1912	Athletics	Athletics	REIDPATH, Charles Decker	Men	4x400m relay	M	Gold	United States
Stockholm	1912	Athletics	Athletics	SHEPPARD, Melvin	Men	4x400m relay	M	Gold	United States
Stockholm	1912	Athletics	Athletics	DAVENPORT, Ira Nelson	Men	800m	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	MEREDITH, James Edwin	Men	800m	M	Gold	United States
Stockholm	1912	Athletics	Athletics	SHEPPARD, Melvin	Men	800m	M	Silver	United States
Stockholm	1912	Athletics	Athletics	THORPE, Jim	Men	decathlon	M	Gold	United States
Stockholm	1912	Athletics	Athletics	DUNCAN, James Henry	Men	discus throw	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	BYRD, Richard Leslie	Men	discus throw	M	Silver	United States
Stockholm	1912	Athletics	Athletics	CHILDS, Clarence Chester	Men	hammer throw	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	MCGRATH, Matthew J.	Men	hammer throw	M	Gold	United States
Stockholm	1912	Athletics	Athletics	HORINE, George Leslie	Men	high jump	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	RICHARDS, Alma Wilfred	Men	high jump	M	Gold	United States
Stockholm	1912	Athletics	Athletics	ADAMS, Platt	Men	high jump, standing	M	Gold	United States
Stockholm	1912	Athletics	Athletics	ADAMS, Benjamin W.	Men	high jump, standing	M	Silver	United States
Stockholm	1912	Athletics	Athletics	GUTTERSON, Albert Lovejoy	Men	long jump	M	Gold	United States
Stockholm	1912	Athletics	Athletics	ADAMS, Benjamin W.	Men	long jump, standing	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	ADAMS, Platt	Men	long jump, standing	M	Silver	United States
Stockholm	1912	Athletics	Athletics	STROBINO, Gaston	Men	marathon	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	THORPE, Jim	Men	pentathlon	M	Gold	United States
Stockholm	1912	Athletics	Athletics	DONAHUE, James Joseph	Men	pentathlon	M	Silver	United States
Stockholm	1912	Athletics	Athletics	MURPHY, Frank Dwyer	Men	pole vault	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	BABCOCK, Harry Stoddard	Men	pole vault	M	Gold	United States
Stockholm	1912	Athletics	Athletics	NELSON, Frank Thayer	Men	pole vault	M	Silver	United States
Stockholm	1912	Athletics	Athletics	WRIGHT, Marc Snowell	Men	pole vault	M	Silver	United States
Stockholm	1912	Athletics	Athletics	WHITNEY, Laurence Atwood	Men	shot put	M	Bronze	United States
Stockholm	1912	Athletics	Athletics	MCDONALD, Patrick	Men	shot put	M	Gold	United States
Stockholm	1912	Athletics	Athletics	ROSE, Ralph	Men	shot put	M	Silver	United States
Stockholm	1912	Athletics	Athletics	ROSE, Ralph	Men	shot put, both hands	M	Gold	United States
Stockholm	1912	Athletics	Athletics	MCDONALD, Patrick	Men	shot put, both hands	M	Silver	United States
Stockholm	1912	Cycling	Cycling Road	SCHUTTE, Carl Otto	Men	individual time trial	M	Bronze	United States
Stockholm	1912	Cycling	Cycling Road	KRUSHEL, Albert	Men	team time trial	M	Bronze	United States
Stockholm	1912	Cycling	Cycling Road	LOFTES, Alvin Hjalmar	Men	team time trial	M	Bronze	United States
Stockholm	1912	Cycling	Cycling Road	MARTIN, Walter C.	Men	team time trial	M	Bronze	United States
Stockholm	1912	Cycling	Cycling Road	SCHUTTE, Carl Otto	Men	team time trial	M	Bronze	United States
Stockholm	1912	Equestrian	Eventing	GRAHAM, Ephraim Foster	Men	team	X	Bronze	United States
Stockholm	1912	Equestrian	Eventing	HENRY, Guy Verner	Men	team	X	Bronze	United States
Stockholm	1912	Equestrian	Eventing	LEAR, Benjamin	Men	team	X	Bronze	United States
Stockholm	1912	Equestrian	Eventing	MONTGOMERY, John Carter	Men	team	X	Bronze	United States
Stockholm	1912	Shooting	Shooting	LEUSHNER, William F.	Men	100m running deer, single shots, team	M	Silver	United States
Stockholm	1912	Shooting	Shooting	LIBBEY, William	Men	100m running deer, single shots, team	M	Silver	United States
Stockholm	1912	Shooting	Shooting	MCDONNELL, William Neil	Men	100m running deer, single shots, team	M	Silver	United States
Stockholm	1912	Shooting	Shooting	WINANS, Walter	Men	100m running deer, single shots, team	M	Silver	United States
Stockholm	1912	Shooting	Shooting	LANE, Alfred P.	Men	25m rapid fire pistol (60 shots)	M	Gold	United States
Stockholm	1912	Shooting	Shooting	HIRD, Frederick S.	Men	25m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	LEUSHNER, William F.	Men	25m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	MCDONNELL, William Neil	Men	25m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	SPROUT, Warren A.	Men	25m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	DIETZ, John A.	Men	50m army pistol, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	DOLFEN, Peter J.	Men	50m army pistol, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	LANE, Alfred P.	Men	50m army pistol, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	SEARS, Henry Francis	Men	50m army pistol, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	LANE, Alfred P.	Men	50m pistol (60 shots)	M	Gold	United States
Stockholm	1912	Shooting	Shooting	DOLFEN, Peter J.	Men	50m pistol (60 shots)	M	Silver	United States
Stockholm	1912	Shooting	Shooting	HIRD, Frederick S.	Men	50m rifle prone (60 shots)	M	Gold	United States
Stockholm	1912	Shooting	Shooting	HIRD, Frederick S.	Men	50m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	LEUSHNER, William F.	Men	50m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	OSBURN, Carl Townsend	Men	50m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	SPROUT, Warren A.	Men	50m small bore rifle, team	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	JACKSON, John E.	Men	600m free rifle	M	Bronze	United States
Stockholm	1912	Shooting	Shooting	OSBURN, Carl Townsend	Men	600m free rifle	M	Silver	United States
Stockholm	1912	Shooting	Shooting	OSBURN, Carl Townsend	Men	army rifle, 300m, 3 positions	M	Silver	United States
Stockholm	1912	Shooting	Shooting	BILLINGS, Charles W.	Men	clay pigeons, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	GLEASON, Edward Francis	Men	clay pigeons, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	GRAHAM, James R.	Men	clay pigeons, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	HALL, Frank	Men	clay pigeons, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	HENDRICKSON, John H.	Men	clay pigeons, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	SPOTTS, Ralph Lewis	Men	clay pigeons, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	ADAMS, Harry Loren	Men	rifle, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	BRIGGS, Allan Lindsay	Men	rifle, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	BURDETTE, Cornelius L.	Men	rifle, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	JACKSON, John E.	Men	rifle, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	OSBURN, Carl Townsend	Men	rifle, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	SPROUT, Warren A.	Men	rifle, team	M	Gold	United States
Stockholm	1912	Shooting	Shooting	GRAHAM, James R.	Men	trap (125 targets)	M	Gold	United States
Antwerp	1920	Aquatics	Diving	PRIESTE, Harry	Men	10m platform	M	Bronze	United States
Antwerp	1920	Aquatics	Diving	PINKSTON, Clarence	Men	10m platform	M	Gold	United States
Antwerp	1920	Aquatics	Diving	BALBACH, Louis James	Men	3m springboard	M	Bronze	United States
Antwerp	1920	Aquatics	Diving	KUEHN, Louis	Men	3m springboard	M	Gold	United States
Antwerp	1920	Aquatics	Diving	PINKSTON, Clarence	Men	3m springboard	M	Silver	United States
Antwerp	1920	Aquatics	Diving	PAYNE, Thelma	Women	3m springboard	W	Bronze	United States
Antwerp	1920	Aquatics	Diving	RIGGIN, Aileen	Women	3m springboard	W	Gold	United States
Antwerp	1920	Aquatics	Diving	WAINWRIGHT, Helen	Women	3m springboard	W	Silver	United States
Antwerp	1920	Aquatics	Swimming	KEALOHA, Warren Paoa	Men	100m backstroke	M	Gold	United States
Antwerp	1920	Aquatics	Swimming	KEGERIS, Raymond	Men	100m backstroke	M	Silver	United States
Antwerp	1920	Aquatics	Swimming	HARRIS, William	Men	100m freestyle	M	Bronze	United States
Antwerp	1920	Aquatics	Swimming	KAHANAMOKU, Duke Paoa	Men	100m freestyle	M	Gold	United States
Antwerp	1920	Aquatics	Swimming	KEALOHA, Pua Kela	Men	100m freestyle	M	Silver	United States
Antwerp	1920	Aquatics	Swimming	SCHROTH, Frances	Women	100m freestyle	W	Bronze	United States
Antwerp	1920	Aquatics	Swimming	BLEIBTREY, Ethelda	Women	100m freestyle	W	Gold	United States
Antwerp	1920	Aquatics	Swimming	GUEST, Irene	Women	100m freestyle	W	Silver	United States
Antwerp	1920	Aquatics	Swimming	ROSS, Norman	Men	1500m freestyle	M	Gold	United States
Antwerp	1920	Aquatics	Swimming	ROSS, Norman	Men	400m freestyle	M	Gold	United States
Antwerp	1920	Aquatics	Swimming	LANGER, Ludy	Men	400m freestyle	M	Silver	United States
Antwerp	1920	Aquatics	Swimming	SCHROTH, Frances	Women	400m freestyle	W	Bronze	United States
Antwerp	1920	Aquatics	Swimming	BLEIBTREY, Ethelda	Women	400m freestyle	W	Gold	United States
Antwerp	1920	Aquatics	Swimming	WOODBRIDGE, Margaret	Women	400m freestyle	W	Silver	United States
Antwerp	1920	Aquatics	Swimming	BLEIBTREY, Ethelda	Women	4x100m freestyle relay	W	Gold	United States
Antwerp	1920	Aquatics	Swimming	GUEST, Irene	Women	4x100m freestyle relay	W	Gold	United States
Antwerp	1920	Aquatics	Swimming	SCHROTH, Frances	Women	4x100m freestyle relay	W	Gold	United States
Antwerp	1920	Aquatics	Swimming	WOODBRIDGE, Margaret	Women	4x100m freestyle relay	W	Gold	United States
Antwerp	1920	Aquatics	Swimming	KAHANAMOKU, Duke Paoa	Men	4x200m freestyle relay	M	Gold	United States
Antwerp	1920	Aquatics	Swimming	KEALOHA, Pua Kela	Men	4x200m freestyle relay	M	Gold	United States
Antwerp	1920	Aquatics	Swimming	MCGILLIVRAY, Perry	Men	4x200m freestyle relay	M	Gold	United States
Antwerp	1920	Aquatics	Swimming	ROSS, Norman	Men	4x200m freestyle relay	M	Gold	United States
Antwerp	1920	Athletics	Athletics	PEARMAN, Joseph	Men	10000m walk	M	Silver	United States
Antwerp	1920	Athletics	Athletics	PADDOCK, Charles	Men	100m	M	Gold	United States
Antwerp	1920	Athletics	Athletics	KIRKSEY, Morris	Men	100m	M	Silver	United States
Antwerp	1920	Athletics	Athletics	MURRAY, Frederick	Men	110m hurdles	M	Bronze	United States
Antwerp	1920	Athletics	Athletics	BARRON, Harold	Men	110m hurdles	M	Silver	United States
Antwerp	1920	Athletics	Athletics	SHIELDS, Marion Lawrence	Men	1500m	M	Bronze	United States
Antwerp	1920	Athletics	Athletics	WOODRING, Allen	Men	200m	M	Gold	United States
